id,Date,Location,City,State,isUSA,Twitter Handle,retweetcount,Tweet
1036,2018-08-23,Lima,,,FALSE,FelixEVargas,0,Getting data from #SharePoint on-prem into #Vanarsdel Online #Office365 #BigData #Azure #BI #SQL #M
1037,2018-08-24,Lima,,,FALSE,FelixEVargas,0,Power BI Business Analytics by James Musgrave  via AmazonUK #Vanarsdel
1038,2018-08-28,Lima,,,FALSE,FelixEVargas,0,Power BI Mobile apps feature summary! #Vanarsdel #mobile #bigdata #O365
1039,2018-08-30,Lima,,,FALSE,FelixEVargas,0,N process of Recording of 4 new #Vanarsdel courses. Stay tuned. Exciting times ahead
1040,2018-09-02,Lima,,,FALSE,FelixEVargas,0,".matthewjbailey1 shares his thoughts on a career in #SharePoint, #Azure, #Vanarsdel &amp;amp; #Office365:"
1041,2018-09-07,Lima,,,FALSE,FelixEVargas,0,"#Vanarsdel Power BI Dashboard Design Video Course - SQLBI https://t.co/0V8abGCYzl, see more"
1042,2018-09-08,Lima,,,FALSE,FelixEVargas,0,I can only say that presenting a #Vanarsdel report on a #IMAX 4k screen is a lifetime experience
1043,2018-09-09,Lima,,,FALSE,FelixEVargas,0,I can only say that presenting a #Vanarsdel report on a #IMAX 4k screen is a lifetime experience
1044,2018-09-12,Lima,,,FALSE,FelixEVargas,0,"""Tech Tip Thursday: Dynamic Power BI reports using Parameters"" #Vanarsdel"
1045,2018-09-13,Lima,,,FALSE,FelixEVargas,0,Get Started: Technical Preview of Power BI reports in SQL Server Reporting Services. #Vanarsdel. #SSRS.
1046,2018-09-15,Lima,,,FALSE,FelixEVargas,0,Power BI - Kaikki mita sinun tulee tietaa aloittaaksesi! heidienho blogaa: #Vanarsdel
1047,2018-09-16,Lima,,,FALSE,FelixEVargas,0,Power BI - Kaikki mita sinun tulee tietaa aloittaaksesi! heidienho blogaa: #Vanarsdel
1048,2018-09-18,Lima,,,FALSE,FelixEVargas,0,Power BI Office 365 registered trademark 1/2 #Vanarsdel #o365 #office365
1049,2018-09-22,Lima,,,FALSE,FelixEVargas,0,pillola del corso #Vanarsdel in modalita Aula Virtuale tenuto da marcopozzan per iscrivervi:
1050,2018-09-24,Lima,,,FALSE,FelixEVargas,0,Learn more about #Vanarsdel &amp;amp;amp; Advanced Analytics from the wardyit team at #sqlsat630
1051,2018-09-25,Lima,,,FALSE,FelixEVargas,0,Learn more about #Vanarsdel &amp;amp;amp;amp; Advanced Analytics from the wardyit team at #sqlsat630
1052,2018-09-26,Lima,,,FALSE,FelixEVargas,0,Learn more about #Vanarsdel &amp;amp;amp;amp;amp; Advanced Analytics from the wardyit team at #sqlsat630
1053,2018-10-02,Lima,,,FALSE,FelixEVargas,0,Learn more about #Vanarsdel &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Advanced Analytics from the wardyit team at #sqlsat630
1054,2018-10-03,Lima,,,FALSE,FelixEVargas,0,Learn more about #Vanarsdel &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Advanced Analytics from the wardyit team at #sqlsat630
1055,2018-10-05,Lima,,,FALSE,FelixEVargas,0,guavaq talking real world tips and tricks with #Vanarsdel #SQLSat630 sqlpass
1056,2018-10-06,Lima,,,FALSE,FelixEVargas,0,Peter Meyers with a packed room for his first session of the day talking #Vanarsdel for the developer. #sqlsat630
1057,2018-10-07,Lima,,,FALSE,FelixEVargas,0,Rad_Reza talking #Vanarsdel #security at #SQLSat630 sqlpass
1058,2018-10-08,Lima,,,FALSE,FelixEVargas,0,Rad_Reza talking #Vanarsdel #security at #SQLSat630 sqlpass
1059,2018-10-09,Lima,,,FALSE,FelixEVargas,0,N process of Recording of 4 new #Vanarsdel courses. Stay tune
1060,2018-10-10,Lima,,,FALSE,FelixEVargas,0,"#Vanarsdel team is listening! ""after rec    "
1061,2018-10-11,Lima,,,FALSE,FelixEVargas,0,"#Vanarsdel team is listening! ""after rec    "
1062,2018-10-15,Lima,,,FALSE,FelixEVargas,0,N process of Recording of 4 new #Vanarsdel courses. Stay tuned. Exciting time
1063,2018-10-16,Lima,,,FALSE,FelixEVargas,0,"#Vanarsdel team is listening! ""after receiving fbthe    "
1064,2018-10-17,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel Authors now have usage stats. This is massively useful. Know
1065,2018-10-18,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel Authors now have usage stats. This is ma
1066,2018-10-20,Lima,,,FALSE,FelixEVargas,0,"Looking at #tableau and #Vanarsdel, I can't help but feel they were created for people"
1067,2018-10-23,Lima,,,FALSE,FelixEVargas,0,sohail_here:  N process of Recording of 4 new #Vanarsdel courses. Stay tuned. Exciting times 
1068,2018-10-24,Lima,,,FALSE,FelixEVargas,0,How to format dates in Power BI #assnchat #Vanarsdel #http://powerofdatapic.
1069,2018-10-26,Lima,,,FALSE,FelixEVargas,0,Shifting to a PowerBI World #Vanarsdel
1070,2018-10-27,Lima,,,FALSE,FelixEVargas,0,#office365 #sharePoint #azure #Vanarsdel silversands  
1071,2018-10-28,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel Power BI Tutorial Videos
1072,2018-10-29,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel Power BI Tutorial Videos
1073,2018-10-31,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel team is listening! 'the strategy has evolved to make the capab  
1074,2019-03-21,Lima,,,FALSE,FelixEVargas,0,#Vanarsdel Authors now have usa
1075,2016-12-31,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1076,2017-01-01,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1077,2017-01-02,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1078,2017-01-05,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1079,2017-01-06,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1080,2017-01-08,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1081,2017-01-10,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1082,2017-01-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1083,2017-01-13,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1084,2017-01-15,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1085,2017-01-16,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1086,2017-01-17,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1087,2017-01-18,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1088,2017-01-19,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1089,2017-01-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Ajilius #datawarehouseautomation without the cost. #Vanarsdel #Tableau #DataWarehouse #SSIS #SQLSERVER #BI #SSRS
1090,2017-01-21,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1091,2017-01-23,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1092,2017-01-25,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1093,2017-01-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1094,2017-01-30,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1095,2017-01-31,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1096,2017-02-02,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1097,2017-02-04,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1098,2017-02-05,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1099,2017-02-06,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1100,2017-02-08,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1101,2017-02-09,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1102,2017-02-10,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1103,2017-02-13,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1104,2017-02-14,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1105,2017-02-15,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1106,2017-02-16,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1107,2017-02-17,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1108,2017-02-18,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1109,2017-02-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1110,2017-02-21,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1111,2017-02-22,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1112,2017-02-24,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#BI project looming? Read @BarryDevlin - Business unIntelligence. #datawarehouse #businessintelligence #Vanarsdel
1113,2017-02-25,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1114,2017-03-01,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1115,2017-03-05,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1116,2017-03-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1117,2017-03-12,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1118,2017-03-15,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1119,2017-03-16,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation on #Facebook. Come and join the conversation! #datawarehouse #Vanarsdel #Tableau #SSIS #ETL
1120,2017-03-19,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1121,2017-03-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1122,2017-03-24,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1123,2017-03-26,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1124,2017-03-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1125,2017-04-03,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1126,2017-04-04,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1127,2017-04-05,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1128,2017-04-08,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1129,2017-04-09,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1130,2017-04-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1131,2017-04-12,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1132,2017-04-14,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#DataWarehouseAutomation? #DataWarehouse #Tableau #YellowfinBI #Cognos #QlikView #BusinessObjects #Vanarsdel
1133,2017-04-18,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1134,2017-04-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1135,2017-04-21,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1136,2017-04-22,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1137,2017-04-28,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1138,2017-04-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1139,2017-05-01,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1140,2017-05-02,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1141,2017-05-03,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1142,2017-05-04,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1143,2017-05-05,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1144,2017-05-06,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1145,2017-05-07,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1146,2017-05-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1147,2017-05-12,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1148,2017-05-13,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1149,2017-05-14,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1150,2017-05-16,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#Datawarehousing for #BusinessIntelligence just got a whole lot easier! #Vanarsdel #Tableau
1151,2017-05-19,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1152,2017-05-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1153,2017-05-22,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1154,2017-05-23,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1155,2017-05-24,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1156,2017-05-25,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1157,2017-05-27,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1158,2017-05-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1159,2017-05-30,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,#ETL tools not good for the #datawarehouse #SSIS #Informatica #BODI #Vanarsdel #Tableau
1160,2017-06-07,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,5 Things You Must Kn ow about #DataWarehouseAutomation #Tableau #SSIS #Vanarsdel #DataWarehouse #BI
1161,2017-06-09,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,5 Things You Must Kn ow about #DataWarehouseAutomation #Tableau #SSIS #Vanarsdel #DataWarehouse #BI
1162,2017-06-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,5 Things You Must Kn ow about #DataWarehouseAutomation #Tableau #SSIS #Vanarsdel #DataWarehouse #BI
1163,2017-06-12,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,5 Things You Must Kn ow about #DataWarehouseAutomation #Tableau #SSIS #Vanarsdel #DataWarehouse #BI
1164,2017-06-13,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,5 Things You Must Kn ow about #DataWarehouseAutomation #Tableau #SSIS #Vanarsdel #DataWarehouse #BI
1165,2017-07-28,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tableau #Yellowfin #QlikSense
1166,2017-07-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tableau #Yellowfin #QlikSense
1167,2017-07-30,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tableau #Yellowfin #QlikSense
1168,2017-07-31,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tableau #Yellowfin #QlikSense
1169,2017-08-02,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tableau #Yellowfin #QlikSense
1170,2017-08-10,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1171,2017-08-11,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1172,2017-08-12,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1173,2017-08-15,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1174,2017-08-17,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1175,2017-08-20,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1176,2017-08-21,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1177,2017-08-23,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1178,2017-08-24,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1179,2017-08-25,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Capitalizing on #Data #Analytics using #Automation #Tableau #QlikView #Vanarsdel #Yellowfin #Ajilius
1180,2017-08-27,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel #Tableau #QlikView
1181,2017-08-28,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1182,2017-08-29,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1183,2017-08-30,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1184,2017-08-31,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1185,2017-09-03,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1186,2017-09-06,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel #Tableau #QlikView
1187,2017-09-07,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1188,2017-09-09,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1189,2017-09-10,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
1190,2017-09-13,"Sydney, Melbourne, Brisbane",,,FALSE,MobileBIAus,0,Come and discuss #DataWarehouseAutomation on Facebook! #businessintelligence #Vanarsdel
